invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,day_name,month_name,year
2514,WALM100,Canyon,Fashion accessories,$79,2,11-05-2020,12:44:00,Ewallet,7,0.18,Monday,May,2020
2515,WALM069,Rockwall,Home and lifestyle,$81,2,03-08-2020,08:45:00,Ewallet,4,0.33,Monday,August,2020
2516,WALM015,Grand Prairie,Fashion accessories,$20,3,13-02-2023,16:45:00,Ewallet,6,0.48,Monday,February,2023
2517,WALM012,Garland,Home and lifestyle,$81,1,26-07-2020,20:02:00,Ewallet,4,0.48,Sunday,July,2020
2518,WALM092,Lake Jackson,Fashion accessories,$29,1,06-06-2021,12:12:00,Ewallet,4,0.33,Sunday,June,2021
2519,WALM005,Fort Worth,Home and lifestyle,$77,3,28-10-2020,08:33:00,Ewallet,7,0.48,Wednesday,October,2020
2520,WALM023,Midland,Fashion accessories,$61,1,01-03-2022,07:21:00,Ewallet,8,0.48,Tuesday,March,2022
2521,WALM006,El Paso,Home and lifestyle,$64,1,01-04-2021,15:42:00,Ewallet,9,0.48,Thursday,April,2021
2522,WALM080,Nacogdoches,Fashion accessories,$72,1,19-01-2023,10:18:00,Ewallet,5,0.33,Thursday,January,2023
2523,WALM001,Houston,Home and lifestyle,$49,1,24-04-2021,09:47:00,Ewallet,9,0.36,Saturday,April,2021
2524,WALM083,Farmers Branch,Fashion accessories,$54,2,05-11-2021,22:09:00,Ewallet,4,0.33,Friday,November,2021
2525,WALM097,Alice,Home and lifestyle,$39,2,15-08-2020,12:19:00,Ewallet,8,0.18,Saturday,August,2020
2526,WALM026,Denton,Fashion accessories,$55,3,28-09-2021,12:18:00,Ewallet,9,0.48,Tuesday,September,2021
2527,WALM019,Pasadena,Home and lifestyle,$27,3,21-08-2022,14:34:00,Ewallet,4,0.48,Sunday,August,2022
2528,WALM042,Bryan,Fashion accessories,$77,2,07-01-2020,21:57:00,Ewallet,9,0.48,Tuesday,January,2020
2529,WALM061,Cedar Park,Home and lifestyle,$71,2,02-03-2023,09:50:00,Ewallet,9,0.33,Thursday,March,2023
2530,WALM059,Pflugerville,Fashion accessories,$39,3,13-01-2021,20:15:00,Ewallet,8,0.33,Wednesday,January,2021
2531,WALM047,Flower Mound,Home and lifestyle,$31,1,01-09-2020,07:53:00,Ewallet,5,0.48,Tuesday,September,2020
2532,WALM092,Lake Jackson,Fashion accessories,$74,1,28-03-2023,12:45:00,Ewallet,9,0.33,Tuesday,March,2023
2533,WALM064,Bedford,Home and lifestyle,$44,1,28-05-2023,17:46:00,Ewallet,8,0.33,Sunday,May,2023
2534,WALM098,Mineral Wells,Fashion accessories,$58,2,12-03-2023,14:19:00,Ewallet,4,0.18,Sunday,March,2023
2535,WALM080,Nacogdoches,Home and lifestyle,$50,1,15-04-2023,11:42:00,Ewallet,6,0.33,Saturday,April,2023
2536,WALM078,Del Rio,Fashion accessories,$50,2,14-09-2020,12:33:00,Ewallet,5,0.33,Monday,September,2020
2537,WALM045,Missouri City,Home and lifestyle,$30,1,21-11-2022,17:46:00,Credit card,9,0.48,Monday,November,2022
2538,WALM088,Cleburne,Fashion accessories,$73,3,18-03-2021,17:55:00,Ewallet,6,0.33,Thursday,March,2021
2539,WALM042,Bryan,Home and lifestyle,$81,3,21-08-2023,06:45:00,Ewallet,5,0.48,Monday,August,2023
2540,WALM043,Baytown,Fashion accessories,$61,1,15-11-2022,15:41:00,Ewallet,7,0.48,Tuesday,November,2022
2541,WALM028,Odessa,Home and lifestyle,$50,2,28-03-2021,07:14:00,Ewallet,9,0.48,Sunday,March,2021
2542,WALM017,McKinney,Fashion accessories,$70,3,14-01-2021,14:37:00,Ewallet,7,0.48,Thursday,January,2021
2543,WALM069,Rockwall,Home and lifestyle,$17,2,25-09-2020,22:13:00,Ewallet,4,0.33,Friday,September,2020
2544,WALM026,Denton,Fashion accessories,$68,3,01-10-2023,14:39:00,Ewallet,7,0.48,Sunday,October,2023
2545,WALM037,League City,Home and lifestyle,$22,3,22-06-2020,16:19:00,Ewallet,6,0.48,Monday,June,2020
2546,WALM040,Edinburg,Fashion accessories,$41,3,03-04-2020,19:51:00,Ewallet,4,0.48,Friday,April,2020
2547,WALM080,Nacogdoches,Home and lifestyle,$39,2,23-04-2021,06:51:00,Ewallet,4,0.33,Friday,April,2021
2548,WALM052,Mansfield,Fashion accessories,$37,2,18-05-2021,20:43:00,Ewallet,6,0.57,Tuesday,May,2021
2549,WALM043,Baytown,Home and lifestyle,$65,1,12-12-2023,16:51:00,Ewallet,6,0.48,Tuesday,December,2023
2550,WALM001,Houston,Fashion accessories,$35,1,30-05-2020,14:27:00,Ewallet,4,0.36,Saturday,May,2020
2551,WALM006,El Paso,Home and lifestyle,$35,3,26-12-2023,11:22:00,Ewallet,6,0.48,Tuesday,December,2023
2552,WALM094,Alamo,Fashion accessories,$34,1,04-04-2020,13:54:00,Ewallet,7,0.33,Saturday,April,2020
2553,WALM095,Big Spring,Home and lifestyle,$57,3,08-01-2020,06:51:00,Ewallet,4,0.33,Wednesday,January,2020
2554,WALM007,Arlington,Fashion accessories,$76,3,16-12-2023,10:03:00,Ewallet,9,0.48,Saturday,December,2023
2555,WALM041,Mission,Home and lifestyle,$73,3,01-03-2022,12:12:00,Ewallet,4,0.48,Tuesday,March,2022
2556,WALM088,Cleburne,Fashion accessories,$19,3,08-03-2023,11:44:00,Ewallet,5,0.33,Wednesday,March,2023
2557,WALM008,Corpus Christi,Home and lifestyle,$35,2,06-06-2022,21:25:00,Ewallet,9,0.48,Monday,June,2022
2558,WALM010,Laredo,Fashion accessories,$50,1,03-10-2022,17:08:00,Ewallet,7,0.48,Monday,October,2022
2559,WALM072,Lancaster,Home and lifestyle,$36,3,04-02-2021,21:03:00,Ewallet,8,0.33,Thursday,February,2021
2560,WALM047,Flower Mound,Fashion accessories,$73,2,17-01-2022,08:36:00,Ewallet,6,0.48,Monday,January,2022
2561,WALM039,Longview,Home and lifestyle,$16,3,03-04-2022,18:18:00,Ewallet,7,0.48,Sunday,April,2022
2562,WALM021,McAllen,Fashion accessories,$54,3,30-03-2022,16:20:00,Ewallet,4,0.48,Wednesday,March,2022
2563,WALM021,McAllen,Home and lifestyle,$62,3,11-01-2023,08:07:00,Ewallet,4,0.48,Wednesday,January,2023
2564,WALM009,Plano,Fashion accessories,$36,3,16-11-2022,06:40:00,Ewallet,8,0.48,Wednesday,November,2022
2565,WALM088,Cleburne,Home and lifestyle,$57,1,25-08-2023,06:52:00,Ewallet,9,0.33,Friday,August,2023
2566,WALM048,Harlingen,Fashion accessories,$28,1,10-10-2022,20:43:00,Ewallet,9,0.48,Monday,October,2022
2567,WALM070,Hurst,Home and lifestyle,$54,2,01-10-2020,21:45:00,Ewallet,9,0.33,Thursday,October,2020
2568,WALM052,Mansfield,Fashion accessories,$30,2,11-01-2023,14:02:00,Ewallet,8,0.57,Wednesday,January,2023
2569,WALM021,McAllen,Home and lifestyle,$26,1,10-11-2022,07:12:00,Ewallet,6,0.48,Thursday,November,2022
2570,WALM076,Huntsville,Fashion accessories,$52,1,16-02-2021,09:59:00,Ewallet,9,0.33,Tuesday,February,2021
2571,WALM015,Grand Prairie,Home and lifestyle,$42,1,10-07-2022,18:34:00,Ewallet,5,0.48,Sunday,July,2022
2572,WALM051,New Braunfels,Fashion accessories,$67,2,27-04-2023,15:02:00,Ewallet,4,0.57,Thursday,April,2023
2573,WALM030,Richardson,Home and lifestyle,$30,3,18-03-2021,20:38:00,Ewallet,4,0.48,Thursday,March,2021
2574,WALM011,Lubbock,Fashion accessories,$17,2,06-07-2020,06:05:00,Ewallet,7,0.48,Monday,July,2020
2575,WALM031,Lewisville,Home and lifestyle,$23,2,24-05-2022,15:39:00,Ewallet,7,0.48,Tuesday,May,2022
2576,WALM061,Cedar Park,Fashion accessories,$57,2,01-06-2023,09:19:00,Ewallet,6,0.33,Thursday,June,2023
2577,WALM060,DeSoto,Home and lifestyle,$35,1,29-09-2020,09:18:00,Ewallet,5,0.33,Tuesday,September,2020
2578,WALM027,Abilene,Fashion accessories,$57,1,04-07-2022,06:05:00,Ewallet,6,0.48,Monday,July,2022
2579,WALM096,Eagle Pass,Home and lifestyle,$83,3,19-03-2023,20:54:00,Ewallet,8,0.33,Sunday,March,2023
2580,WALM013,Irving,Fashion accessories,$83,1,20-10-2020,08:04:00,Ewallet,5,0.48,Tuesday,October,2020
2581,WALM037,League City,Home and lifestyle,$72,3,18-02-2023,15:16:00,Ewallet,7,0.48,Saturday,February,2023
2582,WALM041,Mission,Fashion accessories,$77,2,08-05-2022,19:22:00,Ewallet,9,0.48,Sunday,May,2022
2583,WALM005,Fort Worth,Home and lifestyle,$29,1,01-06-2023,17:38:00,Ewallet,4,0.48,Thursday,June,2023
2584,WALM018,Frisco,Fashion accessories,$16,2,23-06-2022,22:38:00,Ewallet,6,0.48,Thursday,June,2022
2585,WALM058,Port Arthur,Home and lifestyle,$38,1,09-07-2021,08:29:00,Ewallet,8,0.33,Friday,July,2021
2586,WALM020,Killeen,Fashion accessories,$73,3,29-10-2021,20:14:00,Ewallet,4,0.48,Friday,October,2021
2587,WALM009,Plano,Home and lifestyle,$22,1,05-02-2022,11:13:00,Ewallet,6,0.48,Saturday,February,2022
2588,WALM064,Bedford,Fashion accessories,$61,3,05-07-2023,13:51:00,Ewallet,5,0.33,Wednesday,July,2023
2589,WALM092,Lake Jackson,Home and lifestyle,$54,2,23-09-2023,12:57:00,Ewallet,5,0.33,Saturday,September,2023
2590,WALM005,Fort Worth,Fashion accessories,$85,1,11-04-2021,06:35:00,Ewallet,4,0.48,Sunday,April,2021
2591,WALM001,Houston,Home and lifestyle,$16,2,15-06-2023,11:19:00,Ewallet,9,0.36,Thursday,June,2023
2592,WALM011,Lubbock,Fashion accessories,$44,2,20-09-2023,16:14:00,Ewallet,9,0.48,Wednesday,September,2023
2593,WALM048,Harlingen,Home and lifestyle,$51,1,05-10-2022,20:55:00,Ewallet,4,0.48,Wednesday,October,2022
2594,WALM013,Irving,Fashion accessories,$45,3,08-01-2021,09:01:00,Ewallet,9,0.48,Friday,January,2021
2595,WALM030,Richardson,Home and lifestyle,$24,1,15-11-2022,19:01:00,Ewallet,4,0.48,Tuesday,November,2022
2596,WALM026,Denton,Fashion accessories,$30,2,25-01-2020,10:55:00,Ewallet,7,0.48,Saturday,January,2020
2597,WALM088,Cleburne,Home and lifestyle,$72,2,23-05-2022,09:27:00,Ewallet,7,0.33,Monday,May,2022
2598,WALM094,Alamo,Fashion accessories,$41,2,12-08-2023,08:04:00,Ewallet,9,0.33,Saturday,August,2023
2599,WALM052,Mansfield,Home and lifestyle,$79,1,22-09-2023,09:10:00,Ewallet,9,0.57,Friday,September,2023
2600,WALM043,Baytown,Fashion accessories,$74,1,14-07-2021,09:11:00,Ewallet,4,0.48,Wednesday,July,2021
2601,WALM097,Alice,Home and lifestyle,$74,1,15-03-2021,10:30:00,Ewallet,4,0.18,Monday,March,2021
2602,WALM015,Grand Prairie,Fashion accessories,$25,1,16-08-2023,06:36:00,Ewallet,4,0.48,Wednesday,August,2023
2603,WALM024,Carrollton,Home and lifestyle,$33,3,18-12-2021,19:53:00,Ewallet,5,0.48,Saturday,December,2021
2604,WALM066,Grapevine,Fashion accessories,$50,2,22-04-2020,22:53:00,Ewallet,5,0.33,Wednesday,April,2020
2605,WALM016,Brownsville,Home and lifestyle,$80,3,19-03-2021,11:04:00,Ewallet,8,0.48,Friday,March,2021
2606,WALM085,Kerrville,Fashion accessories,$23,2,18-07-2020,14:14:00,Ewallet,8,0.33,Saturday,July,2020
2607,WALM020,Killeen,Home and lifestyle,$33,3,14-07-2022,13:46:00,Ewallet,6,0.48,Thursday,July,2022
2608,WALM085,Kerrville,Fashion accessories,$41,2,27-10-2022,16:58:00,Ewallet,9,0.33,Thursday,October,2022
2609,WALM093,Angleton,Home and lifestyle,$80,2,27-11-2023,18:41:00,Ewallet,6,0.33,Monday,November,2023
2610,WALM027,Abilene,Fashion accessories,$47,2,19-08-2022,11:43:00,Ewallet,6,0.48,Friday,August,2022
2611,WALM028,Odessa,Home and lifestyle,$16,2,11-10-2022,21:09:00,Ewallet,8,0.48,Tuesday,October,2022
2612,WALM019,Pasadena,Fashion accessories,$23,2,12-02-2020,07:10:00,Ewallet,5,0.48,Wednesday,February,2020
2613,WALM006,El Paso,Home and lifestyle,$73,1,25-10-2023,13:02:00,Ewallet,6,0.48,Wednesday,October,2023
2614,WALM059,Pflugerville,Fashion accessories,$66,2,16-02-2023,15:49:00,Ewallet,9,0.33,Thursday,February,2023
2615,WALM064,Bedford,Home and lifestyle,$63,1,30-05-2023,20:00:00,Ewallet,6,0.33,Tuesday,May,2023
2616,WALM006,El Paso,Fashion accessories,$46,1,25-08-2020,09:45:00,Ewallet,5,0.48,Tuesday,August,2020
2617,WALM081,Friendswood,Home and lifestyle,$43,2,05-01-2021,16:17:00,Ewallet,6,0.33,Tuesday,January,2021
2618,WALM018,Frisco,Fashion accessories,$53,1,02-08-2023,18:51:00,Ewallet,9,0.48,Wednesday,August,2023
2619,WALM094,Alamo,Home and lifestyle,$24,3,14-03-2020,08:38:00,Ewallet,4,0.33,Saturday,March,2020
2620,WALM057,Euless,Fashion accessories,$50,2,08-05-2021,08:32:00,Ewallet,5,0.33,Saturday,May,2021
2621,WALM091,Little Elm,Home and lifestyle,$85,3,21-05-2020,07:18:00,Ewallet,6,0.33,Thursday,May,2020
2622,WALM007,Arlington,Fashion accessories,$41,3,01-09-2023,17:15:00,Ewallet,7,0.48,Friday,September,2023
2623,WALM034,College Station,Home and lifestyle,$69,2,15-05-2022,16:39:00,Ewallet,7,0.48,Sunday,May,2022
2624,WALM095,Big Spring,Fashion accessories,$59,3,23-07-2020,11:45:00,Ewallet,6,0.33,Thursday,July,2020
2625,WALM081,Friendswood,Home and lifestyle,$76,1,22-11-2022,12:21:00,Ewallet,9,0.33,Tuesday,November,2022
2626,WALM033,Pearland,Fashion accessories,$30,3,05-06-2021,20:32:00,Ewallet,9,0.48,Saturday,June,2021
2627,WALM049,North Richland Hills,Home and lifestyle,$42,3,13-02-2021,09:16:00,Ewallet,4,0.48,Saturday,February,2021
2628,WALM083,Farmers Branch,Fashion accessories,$52,2,30-11-2023,12:04:00,Ewallet,5,0.33,Thursday,November,2023
2629,WALM016,Brownsville,Home and lifestyle,$74,2,13-12-2023,19:51:00,Ewallet,8,0.48,Wednesday,December,2023
2630,WALM043,Baytown,Fashion accessories,$62,3,26-02-2021,14:13:00,Ewallet,4,0.48,Friday,February,2021
2631,WALM017,McKinney,Home and lifestyle,$72,2,25-02-2022,10:58:00,Ewallet,6,0.48,Friday,February,2022
2632,WALM039,Longview,Fashion accessories,$39,3,10-05-2023,16:26:00,Ewallet,4,0.48,Wednesday,May,2023
2633,WALM036,Allen,Home and lifestyle,$55,1,15-07-2022,17:23:00,Ewallet,4,0.48,Friday,July,2022
2634,WALM057,Euless,Fashion accessories,$55,3,14-12-2023,17:21:00,Ewallet,4,0.33,Thursday,December,2023
2635,WALM062,Galveston,Home and lifestyle,$35,3,02-11-2021,12:53:00,Ewallet,5,0.33,Tuesday,November,2021
2636,WALM034,College Station,Fashion accessories,$76,2,28-04-2021,08:52:00,Ewallet,7,0.48,Wednesday,April,2021
2637,WALM018,Frisco,Home and lifestyle,$39,3,07-03-2023,10:22:00,Ewallet,8,0.48,Tuesday,March,2023
2638,WALM070,Hurst,Fashion accessories,$50,2,14-08-2020,22:21:00,Ewallet,8,0.33,Friday,August,2020
2639,WALM042,Bryan,Home and lifestyle,$44,3,30-01-2020,06:22:00,Ewallet,4,0.48,Thursday,January,2020
2640,WALM066,Grapevine,Fashion accessories,$55,3,16-11-2022,15:50:00,Ewallet,8,0.33,Wednesday,November,2022
2641,WALM096,Eagle Pass,Home and lifestyle,$31,3,07-10-2021,12:40:00,Ewallet,7,0.33,Thursday,October,2021
2642,WALM070,Hurst,Fashion accessories,$22,1,01-12-2021,12:28:00,Ewallet,4,0.33,Wednesday,December,2021
2643,WALM064,Bedford,Home and lifestyle,$31,2,24-05-2021,13:02:00,Ewallet,5,0.33,Monday,May,2021
2644,WALM006,El Paso,Fashion accessories,$36,3,13-07-2020,16:38:00,Ewallet,9,0.48,Monday,July,2020
2645,WALM016,Brownsville,Home and lifestyle,$16,2,09-11-2020,20:08:00,Ewallet,5,0.48,Monday,November,2020
2646,WALM010,Laredo,Fashion accessories,$38,2,25-04-2023,21:49:00,Ewallet,7,0.48,Tuesday,April,2023
2647,WALM047,Flower Mound,Home and lifestyle,$76,1,29-11-2022,14:19:00,Ewallet,5,0.48,Tuesday,November,2022
2648,WALM030,Richardson,Fashion accessories,$32,1,30-07-2020,17:27:00,Ewallet,5,0.48,Thursday,July,2020
2649,WALM006,El Paso,Home and lifestyle,$85,1,03-05-2021,19:10:00,Ewallet,8,0.48,Monday,May,2021
2650,WALM068,Burleson,Fashion accessories,$32,1,05-04-2023,09:00:00,Ewallet,6,0.33,Wednesday,April,2023
2651,WALM010,Laredo,Home and lifestyle,$33,1,07-12-2020,14:11:00,Ewallet,5,0.48,Monday,December,2020
2652,WALM097,Alice,Fashion accessories,$33,3,19-06-2022,17:09:00,Ewallet,6,0.18,Sunday,June,2022
2653,WALM016,Brownsville,Home and lifestyle,$79,3,04-10-2022,14:05:00,Ewallet,8,0.48,Tuesday,October,2022
2654,WALM005,Fort Worth,Fashion accessories,$80,2,21-06-2023,12:51:00,Ewallet,9,0.48,Wednesday,June,2023
2655,WALM048,Harlingen,Home and lifestyle,$46,1,31-03-2022,16:44:00,Ewallet,7,0.48,Thursday,March,2022
2656,WALM058,Port Arthur,Fashion accessories,$27,2,09-02-2023,10:26:00,Ewallet,5,0.33,Thursday,February,2023
2657,WALM083,Farmers Branch,Home and lifestyle,$71,3,30-03-2021,13:36:00,Ewallet,6,0.33,Tuesday,March,2021
2658,WALM080,Nacogdoches,Fashion accessories,$39,1,17-10-2020,13:41:00,Ewallet,4,0.33,Saturday,October,2020
2659,WALM061,Cedar Park,Home and lifestyle,$46,1,03-01-2021,07:48:00,Ewallet,7,0.33,Sunday,January,2021
2660,WALM014,Amarillo,Fashion accessories,$58,3,15-01-2023,18:55:00,Ewallet,9,0.48,Sunday,January,2023
2661,WALM001,Houston,Home and lifestyle,$39,1,31-12-2021,12:03:00,Ewallet,6,0.36,Friday,December,2021
2662,WALM079,La Porte,Fashion accessories,$74,1,10-02-2023,07:57:00,Ewallet,5,0.33,Friday,February,2023
2663,WALM042,Bryan,Home and lifestyle,$51,3,23-12-2022,17:30:00,Ewallet,7,0.48,Friday,December,2022
2664,WALM063,Georgetown,Fashion accessories,$47,1,06-01-2022,12:55:00,Ewallet,8,0.33,Thursday,January,2022
2665,WALM067,Haltom City,Home and lifestyle,$31,3,23-07-2022,18:22:00,Ewallet,4,0.33,Saturday,July,2022
2666,WALM027,Abilene,Fashion accessories,$58,2,24-05-2020,19:53:00,Ewallet,9,0.48,Sunday,May,2020
2667,WALM040,Edinburg,Home and lifestyle,$78,2,05-11-2021,22:54:00,Ewallet,6,0.48,Friday,November,2021
2668,WALM011,Lubbock,Fashion accessories,$50,1,30-09-2022,19:44:00,Ewallet,5,0.48,Friday,September,2022
2669,WALM063,Georgetown,Home and lifestyle,$28,3,21-11-2021,14:29:00,Ewallet,6,0.33,Sunday,November,2021
2670,WALM039,Longview,Fashion accessories,$23,2,27-06-2020,17:38:00,Ewallet,9,0.48,Saturday,June,2020
2671,WALM096,Eagle Pass,Home and lifestyle,$73,2,19-12-2021,09:20:00,Ewallet,8,0.33,Sunday,December,2021
2672,WALM012,Garland,Fashion accessories,$41,2,18-10-2020,07:17:00,Ewallet,6,0.48,Sunday,October,2020
2673,WALM066,Grapevine,Home and lifestyle,$78,2,25-08-2021,16:19:00,Ewallet,7,0.33,Wednesday,August,2021
2674,WALM095,Big Spring,Fashion accessories,$22,2,22-10-2022,09:36:00,Ewallet,9,0.33,Saturday,October,2022
2675,WALM098,Mineral Wells,Home and lifestyle,$60,3,27-12-2022,20:49:00,Ewallet,5,0.18,Tuesday,December,2022
2676,WALM037,League City,Fashion accessories,$60,2,01-11-2020,11:37:00,Ewallet,5,0.48,Sunday,November,2020
2677,WALM092,Lake Jackson,Home and lifestyle,$21,3,10-12-2023,15:31:00,Ewallet,4,0.33,Sunday,December,2023
2678,WALM020,Killeen,Fashion accessories,$17,3,04-08-2020,12:41:00,Ewallet,4,0.48,Tuesday,August,2020
2679,WALM076,Huntsville,Home and lifestyle,$56,2,08-05-2020,19:08:00,Ewallet,4,0.33,Friday,May,2020
2680,WALM036,Allen,Fashion accessories,$21,2,17-10-2021,12:08:00,Ewallet,9,0.48,Sunday,October,2021
2681,WALM059,Pflugerville,Home and lifestyle,$19,2,01-05-2020,06:25:00,Ewallet,9,0.33,Friday,May,2020
2682,WALM062,Galveston,Fashion accessories,$54,1,29-08-2020,16:43:00,Ewallet,6,0.33,Saturday,August,2020
2683,WALM042,Bryan,Home and lifestyle,$64,2,01-07-2021,08:42:00,Ewallet,5,0.48,Thursday,July,2021
2684,WALM066,Grapevine,Fashion accessories,$77,2,11-11-2022,19:00:00,Ewallet,9,0.33,Friday,November,2022
2685,WALM080,Nacogdoches,Home and lifestyle,$33,1,06-04-2021,18:05:00,Ewallet,8,0.33,Tuesday,April,2021
2686,WALM017,McKinney,Fashion accessories,$31,1,10-07-2021,06:28:00,Ewallet,9,0.48,Saturday,July,2021
2687,WALM098,Mineral Wells,Home and lifestyle,$75,3,19-12-2021,15:35:00,Ewallet,4,0.18,Sunday,December,2021
2688,WALM020,Killeen,Fashion accessories,$80,2,07-03-2023,14:37:00,Ewallet,5,0.48,Tuesday,March,2023
2689,WALM064,Bedford,Home and lifestyle,$30,2,07-08-2021,11:33:00,Ewallet,9,0.33,Saturday,August,2021
2690,WALM088,Cleburne,Fashion accessories,$84,2,07-07-2020,15:19:00,Ewallet,4,0.33,Tuesday,July,2020
2691,WALM041,Mission,Home and lifestyle,$36,3,06-12-2021,19:51:00,Ewallet,8,0.48,Monday,December,2021
2692,WALM027,Abilene,Fashion accessories,$44,2,24-07-2020,19:57:00,Ewallet,4,0.48,Friday,July,2020
2693,WALM017,McKinney,Home and lifestyle,$39,3,10-03-2021,09:13:00,Ewallet,8,0.48,Wednesday,March,2021
2694,WALM080,Nacogdoches,Fashion accessories,$35,3,20-02-2023,14:40:00,Ewallet,6,0.33,Monday,February,2023
2695,WALM007,Arlington,Home and lifestyle,$37,3,12-02-2023,08:11:00,Ewallet,9,0.48,Sunday,February,2023
2696,WALM034,College Station,Fashion accessories,$39,1,08-07-2020,10:50:00,Ewallet,4,0.48,Wednesday,July,2020
2697,WALM030,Richardson,Home and lifestyle,$66,3,25-04-2020,20:00:00,Ewallet,6,0.48,Saturday,April,2020
2698,WALM072,Lancaster,Fashion accessories,$82,2,09-10-2021,11:28:00,Ewallet,4,0.33,Saturday,October,2021
2699,WALM090,Brownwood,Home and lifestyle,$81,3,24-02-2022,19:15:00,Ewallet,6,0.33,Thursday,February,2022
2700,WALM060,DeSoto,Fashion accessories,$41,3,09-12-2023,17:22:00,Ewallet,5,0.33,Saturday,December,2023
2701,WALM026,Denton,Home and lifestyle,$51,1,14-10-2022,14:36:00,Ewallet,7,0.48,Friday,October,2022
2702,WALM015,Grand Prairie,Fashion accessories,$70,3,26-07-2023,08:34:00,Ewallet,4,0.48,Wednesday,July,2023
2703,WALM080,Nacogdoches,Home and lifestyle,$53,1,17-07-2021,12:50:00,Ewallet,4,0.33,Saturday,July,2021
2704,WALM006,El Paso,Fashion accessories,$76,3,21-11-2020,19:05:00,Ewallet,9,0.48,Saturday,November,2020
2705,WALM010,Laredo,Home and lifestyle,$61,1,10-03-2021,13:39:00,Ewallet,7,0.48,Wednesday,March,2021
2706,WALM100,Canyon,Fashion accessories,$82,2,15-06-2023,09:07:00,Ewallet,4,0.18,Thursday,June,2023
2707,WALM085,Kerrville,Home and lifestyle,$61,1,19-10-2023,14:06:00,Ewallet,9,0.33,Thursday,October,2023
2708,WALM072,Lancaster,Fashion accessories,$30,3,31-05-2023,18:49:00,Ewallet,6,0.33,Wednesday,May,2023
2709,WALM041,Mission,Home and lifestyle,$67,3,28-01-2020,06:11:00,Ewallet,6,0.48,Tuesday,January,2020
2710,WALM097,Alice,Fashion accessories,$52,3,29-08-2022,20:50:00,Ewallet,5,0.18,Monday,August,2022
2711,WALM048,Harlingen,Home and lifestyle,$50,1,12-10-2023,21:57:00,Ewallet,6,0.48,Thursday,October,2023
2712,WALM079,La Porte,Fashion accessories,$38,2,13-10-2021,17:56:00,Ewallet,8,0.33,Wednesday,October,2021
2713,WALM057,Euless,Home and lifestyle,$66,1,05-06-2022,07:25:00,Ewallet,7,0.33,Sunday,June,2022
2714,WALM033,Pearland,Fashion accessories,$39,3,22-01-2022,20:05:00,Ewallet,5,0.48,Saturday,January,2022
2715,WALM009,Plano,Home and lifestyle,$45,3,23-10-2021,22:42:00,Ewallet,8,0.48,Saturday,October,2021
2716,WALM068,Burleson,Fashion accessories,$41,1,02-07-2023,22:52:00,Ewallet,8,0.33,Sunday,July,2023
2717,WALM088,Cleburne,Home and lifestyle,$34,3,23-01-2020,10:25:00,Ewallet,9,0.33,Thursday,January,2020
2718,WALM080,Nacogdoches,Fashion accessories,$75,2,10-07-2020,11:34:00,Ewallet,7,0.33,Friday,July,2020
2719,WALM014,Amarillo,Home and lifestyle,$42,1,31-07-2023,18:59:00,Ewallet,7,0.48,Monday,July,2023
2720,WALM010,Laredo,Fashion accessories,$51,2,04-10-2022,09:37:00,Ewallet,7,0.48,Tuesday,October,2022
2721,WALM081,Friendswood,Home and lifestyle,$69,2,18-02-2021,10:27:00,Ewallet,8,0.33,Thursday,February,2021
2722,WALM022,Mesquite,Fashion accessories,$60,2,08-02-2021,15:24:00,Ewallet,7,0.48,Monday,February,2021
2723,WALM053,Conroe,Home and lifestyle,$30,3,12-12-2021,10:55:00,Ewallet,7,0.57,Sunday,December,2021
2724,WALM063,Georgetown,Fashion accessories,$21,2,08-06-2022,09:01:00,Ewallet,4,0.33,Wednesday,June,2022
2725,WALM024,Carrollton,Home and lifestyle,$20,3,23-10-2020,19:16:00,Ewallet,8,0.48,Friday,October,2020
2726,WALM036,Allen,Fashion accessories,$66,1,12-09-2022,07:22:00,Ewallet,8,0.48,Monday,September,2022
2727,WALM006,El Paso,Home and lifestyle,$30,1,21-04-2022,18:16:00,Ewallet,5,0.48,Thursday,April,2022
2728,WALM030,Richardson,Fashion accessories,$57,2,08-01-2021,17:05:00,Ewallet,6,0.48,Friday,January,2021
2729,WALM076,Huntsville,Home and lifestyle,$77,1,16-07-2022,22:48:00,Ewallet,8,0.33,Saturday,July,2022
2730,WALM085,Kerrville,Fashion accessories,$75,3,27-11-2020,10:06:00,Ewallet,8,0.33,Friday,November,2020
2731,WALM062,Galveston,Home and lifestyle,$64,1,19-12-2023,13:27:00,Ewallet,9,0.33,Tuesday,December,2023
2732,WALM040,Edinburg,Fashion accessories,$44,3,24-12-2020,11:57:00,Ewallet,7,0.48,Thursday,December,2020
2733,WALM023,Midland,Home and lifestyle,$16,2,19-06-2021,14:34:00,Ewallet,8,0.48,Saturday,June,2021
2734,WALM016,Brownsville,Fashion accessories,$69,2,02-12-2021,18:18:00,Ewallet,9,0.48,Thursday,December,2021
2735,WALM005,Fort Worth,Home and lifestyle,$85,3,21-07-2022,16:40:00,Ewallet,7,0.48,Thursday,July,2022
2736,WALM004,Austin,Fashion accessories,$48,1,24-06-2022,14:38:00,Ewallet,7,0.48,Friday,June,2022
2737,WALM006,El Paso,Home and lifestyle,$67,2,01-08-2020,12:56:00,Ewallet,4,0.48,Saturday,August,2020
